"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"08/12/2015","1.075,30","1.069,70","1.078,40","1.066,80","128,22K","0,01%"
"07/12/2015","1.075,20","1.085,50","1.086,10","1.065,00","109,37K","-0,82%"
"04/12/2015","1.084,10","1.062,00","1.088,30","1.057,20","208,90K","2,16%"
"03/12/2015","1.061,20","1.053,50","1.064,50","1.045,40","173,77K","0,70%"
"02/12/2015","1.053,80","1.067,90","1.071,00","1.049,40","124,02K","-0,91%"
"01/12/2015","1.063,50","1.064,60","1.074,00","1.062,60","121,57K","-0,17%"
"30/11/2015","1.065,30","1.056,00","1.069,10","1.052,20","113,17K","0,86%"
"26/11/2015","1.056,20","1.070,60","1.073,90","1.051,60","187,11K","-1,29%"
"25/11/2015","1.070,00","1.075,00","1.080,40","1.067,10","148,66K","-0,35%"
"24/11/2015","1.073,80","1.068,50","1.080,70","1.068,10","158,53K","0,66%"
"23/11/2015","1.066,80","1.076,40","1.076,50","1.065,00","178,09K","-0,88%"
"20/11/2015","1.076,30","1.079,70","1.087,20","1.074,90","157,70K","-0,15%"
"19/11/2015","1.077,90","1.069,30","1.086,60","1.068,30","177,56K","0,86%"
"18/11/2015","1.068,70","1.070,20","1.074,60","1.062,00","154,64K","0,01%"
"17/11/2015","1.068,60","1.082,40","1.085,10","1.064,40","181,46K","-1,38%"
"16/11/2015","1.083,60","1.087,90","1.097,40","1.080,50","151,38K","0,25%"
"13/11/2015","1.080,90","1.083,50","1.088,00","1.078,20","130,83K","-0,01%"
"12/11/2015","1.081,00","1.085,40","1.089,00","1.073,00","208,30K","-0,36%"
"11/11/2015","1.084,90","1.088,50","1.093,50","1.083,20","171,73K","-0,33%"
"10/11/2015","1.088,50","1.090,80","1.094,80","1.084,00","144,17K","0,04%"
"09/11/2015","1.088,10","1.089,10","1.094,90","1.087,40","141,89K","0,04%"
"06/11/2015","1.087,70","1.103,20","1.109,70","1.084,50","199,87K","-1,49%"
"05/11/2015","1.104,20","1.106,80","1.111,30","1.102,20","144,64K","-0,18%"
"04/11/2015","1.106,20","1.117,40","1.122,30","1.105,60","157,67K","-0,71%"
"03/11/2015","1.114,10","1.132,90","1.138,00","1.113,60","157,45K","-1,92%"
"02/11/2015","1.135,90","1.141,30","1.142,70","1.132,20","106,36K","-0,48%"
"30/10/2015","1.141,40","1.146,60","1.149,80","1.138,40","123,17K","-0,51%"
"29/10/2015","1.147,30","1.156,10","1.162,50","1.144,20","155,61K","-2,45%"
